feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128,label
1.1993724,-0.443264,0.086159065,0.3090429,-0.94925755,0.012521157,-1.0888131,0.012688288,-0.07161182,-0.05755917,-0.37292972,0.3075444,0.50900257,-0.3373124,-0.21670736,0.7265887,0.31843978,0.51461625,0.3822767,0.7064361,0.42817742,-0.40706494,-0.47725973,-0.56056947,-0.4638954,0.66757286,0.24253336,0.9029833,0.5695318,0.33817035,0.03030872,0.63597256,-0.28342918,0.5947235,0.78074574,1.018429,0.3051345,0.06998453,-0.16808419,0.3014722,-0.04017195,0.89715475,0.75750357,-0.88655585,0.8379423,0.15510361,-0.17920853,0.49711305,0.4211836,-0.3440196,0.21452352,0.756204,-0.14708799,-0.389732,-1.001035,0.43085322,0.9675998,0.557407,0.44743237,0.84799695,-0.0658154,-1.0951318,0.25719354,-0.037925728,0.017135736,1.057167,-0.18457754,-0.052881632,0.8120609,-0.23841053,-0.10531521,-1.029351,0.49940693,0.06726315,-0.9308264,0.138459,0.4005668,-0.6091597,-1.0160291,1.0528628,-0.4741704,0.48103496,-0.34861344,0.013857139,-0.65825266,0.88908637,0.278963,0.02415959,0.33743668,-0.12414838,0.07342246,-0.45698047,0.34814674,0.64478135,0.7057051,0.7313472,0.059335608,0.29656804,-0.57304937,0.25953615,0.39186794,0.030098455,0.72007006,0.030548725,0.6845791,0.4935262,-0.44064236,0.17599991,0.31549338,-0.025250224,0.2657971,0.16213869,0.2940697,-0.103411816,0.61526114,-0.46526554,-1.1428031,0.36953542,0.29049492,-0.6332683,-0.29440233,0.47779724,0.9008585,0.17937888,-0.24377126,0.7193269,0.8719124,0.46611077,0
-1.1792233,-1.2696596,-1.4005406,0.4450165,1.8123136,-1.5526965,1.3481132,1.6196904,1.8531314,0.37736788,0.9261772,1.3196867,-1.4315983,0.99992555,-1.5149212,-0.28944415,-1.6588488,0.5433987,1.2680562,1.168464,0.26401585,-0.30458048,1.4211137,0.9934323,-1.1439315,-0.14928615,1.9501089,0.6659374,-0.18803485,1.4723653,-1.8769209,0.38907084,-0.6341218,-2.0551472,-1.8117216,-1.5333997,-2.1452796,-1.5114521,-2.0545616,1.4028087,-1.2557896,-1.7372464,-1.1589562,1.9954439,-1.8561475,-1.3790108,0.888262,-1.930382,-1.5946256,1.1058336,1.6361495,-1.5983415,0.2059422,0.3469956,1.4170716,0.9316707,-1.676202,-0.120144285,-1.145914,-1.5066868,-0.85318553,1.3481847,-1.6445594,-0.007324674,-1.579379,-0.63242954,-0.29687744,1.4418337,-1.5336772,0.46965548,0.07426104,1.241581,-1.5271643,-0.8769907,1.775829,-0.033089284,-0.17719844,0.96781653,1.7551829,-0.75891703,1.3519667,-1.1194539,1.6203829,-1.798345,1.0458711,-0.9817473,-1.8435004,-0.99382067,-1.3361958,0.75463396,-1.161242,1.4467629,-0.3335047,-0.89983505,-1.9021376,-1.6095974,-1.295686,-1.4756651,0.7568677,-1.1829691,0.7976094,1.5483311,-1.8154513,1.0234588,0.46032938,-1.987654,0.20946099,1.2382332,-0.71854204,1.4198204,0.21724686,1.156902,1.0360217,-0.5091907,-1.6027225,1.5989974,1.1303504,0.30031425,-1.6163337,-1.0234783,1.7952794,-1.3364717,-1.6077675,0.48875138,0.5387995,-0.1762832,-1.0885085,-1.4613777,3
0.25278783,-0.92562,-0.040591024,0.79711586,-0.046595443,-0.2957803,-0.2246919,0.80051434,0.76919514,-0.3706555,-0.009567754,0.43171903,0.23076601,-0.036667615,-0.6978786,0.99580944,0.08164265,0.6539331,0.3849289,0.48726505,0.078973174,-0.8294454,0.2972506,-0.22628723,-0.85247844,0.90413564,0.5566023,0.8117565,0.49905378,0.69543636,-0.58027166,0.51700324,-0.6284901,-0.18894427,0.23384766,0.12830308,-0.121942654,0.07510697,-0.64747304,0.380447,-0.44051382,-0.39513418,0.5639531,0.054734875,0.1251838,-0.36450422,-0.049242526,0.09413444,-0.02447569,-0.4418123,0.3578827,0.25358546,-0.34943092,-0.38112456,0.014974756,0.49622092,0.22370018,0.11154466,-0.005771484,0.45554075,-0.410636,-0.32592732,0.26633158,-0.36884767,-0.33264688,0.60840076,-0.16817547,0.09134398,0.34867445,-0.003677748,-0.5173371,-0.46732655,-0.20054461,-0.5629801,-0.2981245,0.6586059,0.52207065,-0.16913775,-0.3866431,0.83423746,0.35538226,0.3347389,-0.2765,0.21036917,-0.035032544,0.50303245,-0.24213557,-0.38268852,0.08279796,-0.0411487,-0.31870592,-0.21734972,0.24672495,0.36995897,0.06368851,0.35538906,0.12386725,-0.35352978,-0.117695384,0.3278098,0.5913163,0.12675053,-0.06783857,0.16936626,0.9506081,-0.00813777,-0.030932458,0.7384042,0.48047468,0.3850849,0.5178938,0.31634095,0.910025,-0.873093,-0.11807065,0.19906713,-0.67253804,0.2830041,0.17178914,-0.83311105,0.5978048,-0.32632703,0.25223216,0.67269313,-0.3718232,0.4726897,0.70774424,0.20872642,0
-0.38331917,-0.5900485,0.693099,-0.85686594,-0.1899348,-0.22065105,0.5874083,0.42623946,0.07870361,1.3075519,0.9685226,-0.7462029,-0.8005809,1.1726006,-0.14172122,0.10902647,0.2790277,0.07268389,-0.60662764,0.09464967,-0.9436612,0.6125085,0.6868668,1.1562732,-0.8021433,-0.77877283,0.3307874,0.882314,-0.9667291,-0.70600325,-0.257755,-0.61162513,0.9773803,0.41472095,-0.43434614,-0.2867943,-0.35264853,-0.9974902,-0.9110455,-0.42566353,-1.2090406,0.96736884,0.5799895,-0.51427126,0.5554138,-0.7529044,1.2535416,-0.17170745,-0.6760482,0.9476794,-0.3598221,0.92811424,1.3735439,1.2377921,0.25898084,-0.67030245,-0.35659483,-0.7966085,-0.949032,0.377063,0.7084411,0.37395522,0.3877772,-0.27859217,0.5962469,0.71356195,0.9139503,1.1016623,-0.371905,1.1509545,1.0938557,0.07780035,-0.58448166,1.0565308,-0.49613422,-0.90035397,-0.84849566,0.8924403,-0.5024459,0.41367525,0.5703814,-0.90179837,-0.047022376,0.18091859,1.0512648,-0.68974644,-0.71065414,0.99823797,0.83904064,1.1815507,0.8547472,1.0830166,-1.1593201,-0.7571746,0.6080254,0.53640205,0.49563748,1.0737615,0.7691896,0.2530111,-1.266499,1.1071638,-0.3592558,-0.71717906,-0.09104767,0.3161078,1.0174165,0.077595316,0.9767547,0.9819021,1.0145185,-0.98646796,0.24097095,0.60660595,-0.725174,0.1944865,-0.41032165,1.0765948,0.7471243,-0.7862806,0.058263052,-0.59979177,-0.4245988,0.23072055,-0.42756492,-0.8262826,0.37753576,-0.79999024,2
0.15003759,0.36652252,0.27503818,-0.18565981,-0.20588538,0.3803856,-0.021422718,-0.45460498,-0.5779584,-0.38008684,-0.6303785,-0.36713785,0.5616721,-0.16475558,0.52980345,-0.68375206,0.4184183,-0.41290438,-0.108609535,-0.40953824,0.27092215,0.23242992,-0.5999506,-0.31187937,0.54189825,-0.2542885,-0.84699106,-0.65543497,-0.2763558,-0.04428051,0.38385174,-0.4883568,0.24417971,0.23736468,0.079274595,0.241526,0.47207665,0.66272515,0.48421022,-0.4962493,0.439784,0.661985,-0.46758902,0.35604453,0.28248355,0.7860731,-0.4648079,0.5704487,0.2410126,-0.20717826,-0.33696347,0.2790309,-0.2255386,-0.051122252,-0.66965,-0.4050885,0.25451708,0.53875935,0.58675385,-0.16160123,0.18141676,-0.28418547,-0.27925396,0.5954143,0.4551055,-0.6829066,-0.5987509,-0.46639115,0.10716022,-0.43260074,0.2677731,0.11698161,0.53733647,-0.11741907,-0.043573305,-0.37697795,-0.20448278,-0.33670086,-0.088096924,-0.25352216,-0.78352654,0.24994893,-0.36211956,0.16622955,-0.35983992,-0.22736053,0.5166887,0.08974527,0.30877537,-0.22735454,-0.1397459,-0.13404046,0.078018665,0.262963,0.32253158,-0.037189204,0.05951411,-0.017113505,-0.3575849,-0.059868533,-0.03166494,-0.50791776,0.3814328,0.3081098,-0.25877512,0.41775417,-0.2625987,-0.39018798,-0.23964144,-0.49348095,-0.4902289,-0.2451648,-0.5261943,0.39114517,0.33343455,-0.7770739,0.44047943,-0.67085814,-0.1456321,0.63908815,-0.7034738,0.36574385,0.33024842,-0.712453,0.12026321,-0.21977955,-0.30078045,0.20898005,1
-0.88508457,-1.0798047,1.0391659,-0.63256663,-0.028010737,-0.6201614,0.8495255,0.9655722,0.37835115,1.2687474,1.1316397,-0.6634108,-0.9021824,1.3146677,-0.102582425,0.2876844,0.426052,0.23589902,-0.958868,-0.3032907,-1.503859,0.5248243,1.0482424,1.0267088,-0.60016656,-0.7102875,0.21622558,0.8702777,-0.83966076,-0.999989,-0.3948103,-0.6051605,0.9926982,0.38382363,-0.36548266,-0.9158655,-0.24021411,-0.8886747,-0.60290736,-0.5620521,-1.4139807,0.63826305,0.74393964,-0.2782903,0.49512163,-1.1123884,1.1246829,-0.2549698,-0.9413453,0.8944335,-0.5159238,0.86597216,1.3254163,1.0710397,0.8417911,-0.7716733,-0.44966188,-1.0344036,-1.1679512,0.35247666,0.8428565,0.79541874,0.5741223,-0.85190946,0.7189024,0.7017636,1.44387,1.1835246,-0.49047363,1.2559181,0.7493921,0.19765462,-1.0002991,0.946799,-0.5457108,-0.89276034,-0.7962598,1.2252456,-0.37942487,0.21865566,1.1122537,-0.74564207,-0.32126427,0.4981542,1.2529333,-0.79944944,-0.7282861,1.1741247,1.115355,1.2137803,1.0568527,0.9416165,-1.3859442,-0.96767825,0.71298426,0.84683365,0.88790184,0.8908078,1.2544535,0.64391804,-0.95542395,1.1192065,-0.4868391,-1.017019,-0.06456259,0.356359,1.446794,0.13952294,1.2535049,0.978333,1.3573126,-1.0642647,0.82144594,0.43822557,-1.3302344,0.24027036,-0.33889097,0.98949826,1.0960007,-0.8894334,0.30483812,-0.7006589,-0.8212931,0.97472167,-0.90557003,-1.1097478,0.47569114,-0.9231817,2
1.1004304,-0.30415708,-0.9597835,1.4660368,-0.24310139,-0.5221659,-1.1971066,0.38238528,0.4988111,-1.2010353,-0.9836043,1.4272375,0.78831154,-1.3275062,-0.79114014,0.48318467,-0.28654253,0.7858226,1.2936388,1.4478298,1.2975894,-1.283522,-0.8883914,-1.3399237,-0.44897804,1.3073226,0.6532683,0.4355905,1.3142136,1.2839904,-0.34983498,1.4695565,-1.556872,-0.15082654,0.71697617,0.9059504,0.25435627,0.66050553,-0.19839458,1.5777283,0.6307667,-0.49871904,0.24479839,-0.4751826,-0.15116929,0.58791196,-1.1204561,0.1601267,0.91599315,-0.9004489,1.0780578,-0.5800049,-1.2989961,-1.4887452,-0.71323967,1.4739785,0.5217887,1.1900425,1.0554847,0.043114096,-1.3989661,-0.9825247,-0.23500131,0.003612643,-0.9373325,0.6476156,-0.9600383,-0.93188304,0.8204375,-1.3762618,-1.1626604,-0.86584115,0.78760916,-1.1111197,-0.19838627,1.408149,1.2670505,-1.434765,-0.01294234,0.5630944,-0.6571003,0.8637001,0.21062356,-0.4648055,-1.1697903,0.9643683,0.34658742,-1.3662367,-1.3200741,-1.258029,-1.3413723,-0.9768895,1.290639,1.0431765,-0.6098609,-0.4621417,-0.66560197,-1.2441381,-1.1272503,0.14181818,1.4995003,-0.7079067,0.6170115,1.3055495,0.9416363,-0.4702818,-1.4912722,0.75205106,-0.4593694,-0.5898698,-0.5791092,1.5181403,0.4282704,-1.000557,0.6071919,-0.13647696,-0.5366978,-0.42059115,-1.1966486,-0.30935362,0.3904117,0.42962858,0.81012267,0.4541629,0.2874038,1.5885113,0.14591557,0.8265365,0
1.0161321,-0.6786424,-0.23575611,0.88405204,-0.25928065,-0.5539539,-0.741882,0.7857282,0.32269937,-0.1983268,-0.16774163,0.95701456,0.059344176,-0.4352208,-0.7574725,0.63180375,0.25768894,0.94117844,0.47865227,0.97042924,0.16971117,-1.0675875,-0.007307362,-0.5789153,-0.8005826,0.7085649,0.765617,1.0464007,0.59719664,0.6957475,-0.66975594,0.9150169,-0.81150913,0.13830903,0.34299904,0.43793148,-0.055069838,-0.14063552,-0.64777607,0.81405056,-0.21604685,0.2986736,0.5626498,-0.38156304,0.076319814,-0.035563625,0.0697696,0.041890007,0.2995897,-0.33670503,0.5249994,0.1232338,-0.27260163,-0.6326615,-0.22710285,0.91707206,0.53856355,0.57613385,0.17050833,0.52993184,-0.61580575,-0.31148997,-0.06603071,-0.81704324,-0.33842853,0.9030167,-0.104631364,-0.07734664,0.59793586,-0.5607951,-0.64601636,-0.85967535,0.22416636,-0.57751286,-0.46188384,0.86502314,0.783373,-0.49095732,0.09131861,0.6640518,-0.057210814,0.09634614,-0.004568352,0.25845605,-0.2510359,0.5965848,-0.2787571,-0.60165185,-0.5775449,-0.3740083,-0.41140378,-0.07182551,0.20463488,0.3720839,-0.26899672,-0.031038687,-0.10544522,-0.3461125,-0.0999661,0.39763045,0.6244235,0.07697699,0.25039136,0.6246467,0.6728942,-0.5015805,-0.4400193,0.74264336,0.65338117,0.31760234,0.39640763,0.5210408,1.0184443,-0.6442108,-0.22504927,0.14628473,-0.81274134,0.26682827,-0.30570364,-0.5817701,0.5015472,0.11160294,0.3958286,0.48530164,-0.32920045,0.77810085,0.4221185,0.10717201,0
1.6869241,-0.60312676,-0.62332004,1.6076362,-0.87521064,0.030684728,-1.5561676,0.4161496,0.030762352,-1.0368409,-0.8337414,1.1683753,0.82307833,-0.97098756,-0.435232,1.2165884,0.5791278,0.9109678,0.8203066,0.95451367,0.7227671,-1.3918904,-0.9288576,-1.4363382,-0.43442214,1.3079706,0.45665893,1.0417498,1.5125679,1.0241479,-0.348136,1.4168698,-1.1512189,0.7731528,1.3428532,1.5461472,0.4766814,0.59527457,0.13219464,0.53038675,0.44760284,0.79952157,0.90770364,-0.8338409,0.3833581,0.5470393,-0.8698253,0.60667294,1.2341664,-1.3124,0.51113224,0.32200626,-1.025149,-1.3861552,-0.944561,1.1649845,1.359843,0.9520761,1.0862297,0.8623728,-0.8021102,-1.3779713,0.21723601,-0.3010082,-0.049206607,0.9466213,-0.34776187,-0.6771779,1.1357014,-1.0503283,-1.1777571,-1.6822586,1.0391622,-0.90791637,-0.5548104,1.0786816,1.4197325,-0.95637,-0.85258776,1.2411451,-0.43199173,1.1237001,-0.36074576,0.47458065,-1.1634558,1.5674956,0.6234649,-0.7237143,-0.11164011,-1.0439557,-0.88243556,-1.261443,1.0933503,1.5622381,0.18279871,0.5708632,0.31484017,-0.46973813,-0.7021782,0.3829806,0.96085984,-0.8383749,1.0162696,0.6635636,1.0025895,0.41744,-1.1422728,0.7568559,0.68714494,-0.53832656,0.094214015,0.88289833,0.5714481,-0.87185246,0.89543664,-0.5277518,-1.8014568,-0.19661751,0.08338868,-0.38437337,-0.32035258,0.7741507,1.2061845,0.59653693,-0.24196778,1.544279,0.98465043,1.1456045,0
-1.6895528,-1.0291011,-0.7391559,-0.12033977,1.6424707,-1.1776947,1.583905,0.9431286,1.2486107,1.0383575,1.0856068,0.522927,-1.759247,1.3933806,-0.9443579,-0.68971026,-1.6709437,-0.14453204,0.29015112,0.48982972,-0.36674473,0.73394626,1.418768,1.3526058,-0.61838025,-0.70215404,1.5721827,0.20458958,-0.84270084,0.42141476,-1.2820024,-0.32921654,0.021557285,-1.6018318,-1.7162037,-1.932742,-1.8013176,-1.5153112,-1.5051204,0.6411591,-1.2443199,-1.3019851,-1.0948601,1.5518255,-1.4806589,-1.4974715,1.0914937,-1.7962027,-1.7066553,1.525381,1.2074573,-1.1797653,1.0302943,0.81089586,1.5357367,0.27869862,-1.7848635,-0.51984936,-1.1671714,-1.4692776,-0.009394982,1.6232319,-1.3000631,0.013654493,-0.8848662,-0.5944524,0.24363822,1.536459,-1.753096,0.99167824,0.59420997,1.4179919,-1.5170518,0.002238122,1.4691299,-0.9015928,-0.82708067,1.3964267,1.3603919,-1.3732109,1.4445783,-1.3874773,1.3769127,-1.680288,1.4207153,-1.5108671,-1.5853001,-0.37407327,-0.5969645,1.1294942,-0.25361586,1.4768456,-0.75058246,-1.337366,-1.2111406,-1.044652,-0.9950235,-0.9003491,0.8763612,-1.1000398,-0.078194164,1.5233862,-1.7192919,0.4287777,-0.30907452,-1.2437936,0.9366026,0.32462808,-0.5052901,1.0925276,0.076480485,0.3233738,0.55883557,0.066158436,-1.5967764,1.2732053,1.2646489,0.44000024,-0.8623588,-0.5939866,1.3803579,-1.0916471,-1.7884789,0.38204297,0.6148778,-0.8275375,-1.1715053,-1.6235268,3
-0.10375624,0.89895064,0.91440326,-1.148316,-0.23141693,0.9877494,0.049610145,-1.1243372,-1.1460004,0.9979127,-0.30588993,-1.1555058,-0.1691114,0.35658124,1.271534,-1.2070554,0.55741185,-1.2413474,-1.282569,-0.8180721,-0.010751155,1.3513005,-0.5254781,0.37948692,0.91982085,-1.2640352,-0.70256627,-0.5641885,-0.96615267,-0.98285675,1.241585,-1.0644459,0.97253096,0.7784219,-0.03146219,0.33071506,0.20965461,-0.26157376,0.48258314,-1.4286107,-0.14159578,1.5132519,-0.42779154,-0.037063606,0.8046411,0.7319012,0.5987312,0.5606595,-0.057747316,0.7213056,-0.4893601,0.9861375,0.5993936,0.86877394,-1.0854686,-1.0726264,0.33502206,0.36625874,0.5010954,-0.1369919,1.3763162,-0.3347358,-0.6085812,1.1146613,1.0314556,-0.8623634,-0.18745372,0.13400732,-0.00205573,0.13737157,1.3336271,0.5198038,0.5956617,1.3604099,-0.060953937,-1.4252282,-0.9155711,0.20567475,-0.12912112,-0.67705077,-0.9277649,-0.21025242,-0.27414304,0.039741393,0.09125897,-0.84237,0.44298288,0.5153979,0.82253915,0.16306369,1.1576927,0.45162818,-0.5516215,-0.21491696,0.7311737,0.34563193,-0.012336785,0.98429185,-0.4278478,-0.5304018,-1.1763034,0.049058754,0.514367,-0.31376204,-1.4039433,0.58032036,0.3874245,-1.3042794,-0.3769141,-0.27852663,-0.56589675,-1.0386509,-1.2445673,1.5548121,0.44299617,-1.0836899,0.6133381,-0.43361825,0.55324197,0.95206463,-1.1501352,0.87648225,0.26646754,-1.1747632,0.80491054,-0.8650996,-0.71353763,-0.44019276,1
1.3023726,0.06299137,-0.06789039,1.0757477,-1.1182308,0.4679747,-1.2776489,-0.2025949,-0.23435861,-1.5184603,-1.2766367,0.33029056,1.6286162,-1.1717231,0.19229627,0.69966996,0.82748014,0.4358187,0.5903703,0.0630344,0.9425129,-1.2095264,-1.0968789,-1.5205824,-0.065968424,1.4932537,-0.6588432,0.11232131,1.3526542,0.8248938,0.15467763,0.9990044,-0.827931,0.85251033,1.3810068,1.309014,1.2586806,1.7272248,0.630584,0.08410458,1.0726093,0.6325304,0.55816466,-0.728715,0.9209746,1.0512182,-1.4435862,1.2196225,1.2535986,-1.7252023,-0.28345513,0.70431834,-1.4466186,-1.2983032,-1.1009284,0.53846127,1.30255,0.9937707,1.3222135,0.63924843,-0.7812589,-1.5541508,0.6278188,0.16168381,0.3587743,0.4287157,-0.8797253,-1.4803957,1.1849499,-1.2167511,-1.1305519,-1.4094772,1.1870291,-0.9586291,-0.9810166,1.1429778,0.9873763,-1.3240722,-0.8321177,1.0876,-0.9266858,1.4410214,-1.0215195,0.952888,-1.3914123,1.1712761,1.1039693,-0.2916026,0.022140345,-1.1698394,-0.5938022,-1.61706,0.99163276,1.6011677,0.36762822,1.0106663,0.47181746,-0.36769256,-1.0553575,0.89401394,1.2511581,-1.4988765,1.0357707,0.38908607,1.1018271,1.0351396,-0.8769221,0.23607819,0.20553988,-0.8462308,-0.020352103,0.49846458,0.40151724,-0.90164757,1.0936594,-1.0272145,-1.0465498,-0.8028504,0.17701495,-0.06533168,-0.5102006,0.7073346,1.5076197,0.1041467,-0.4705394,1.3113167,1.0767727,1.638052,0
-0.5562489,-0.05934218,1.3381537,-1.0931517,-0.29245406,0.2076341,0.81031644,-0.15801659,-0.39011312,1.5201267,0.5195096,-1.067621,-0.7764711,0.96290183,0.77404255,-0.48034793,0.33326402,-0.61829174,-1.4964995,-0.55256796,-0.7084481,1.3807292,0.3576185,0.9731804,0.15899597,-1.3466641,-0.36524147,0.47927228,-1.1857342,-1.2787232,0.66487986,-1.088246,1.2361789,0.6682474,-0.40893215,-0.6441647,-0.13864815,-0.8069259,-0.33912355,-0.80704224,-1.0107498,0.951431,0.086912856,-0.006208681,1.1077863,-0.1499117,1.3435636,0.15415229,-0.6363168,1.0542079,-0.7522392,1.1473999,1.3308569,1.481654,0.04148094,-1.403802,-0.24415736,-0.7641254,-0.72269714,0.30092597,1.3689206,0.35248655,0.088441454,0.124409035,0.9632923,0.29930466,0.72875005,0.93036044,-0.71955925,0.9573294,1.6471636,0.6294977,-0.41296604,1.9502869,-0.39945713,-1.2382941,-1.2161949,1.013028,-0.35333714,-0.09263864,0.37195486,-0.90876484,0.41192034,0.18031384,1.0255347,-1.3045976,-0.5308939,1.2061465,0.9379998,1.013391,1.6365539,1.120734,-1.2832121,-0.9754375,0.3984057,0.79459584,0.40479043,1.2187486,0.46704674,-0.12480856,-1.4846085,0.78729147,-0.16987382,-1.162869,-0.73754954,0.5333316,1.1946179,-0.59571505,0.6136395,0.5240286,0.5077227,-1.7407367,-0.2502796,1.7588892,-0.6545474,-0.5089079,0.07276665,0.6517957,0.88113415,0.009741533,-0.5646391,-0.4663102,-0.49702814,-0.39655286,-0.10793289,-1.2168801,-0.29633364,-0.9000588,2
0.6222731,0.053398985,-0.60182196,0.75771946,0.1910801,0.03750943,-0.6100176,-0.066284485,-0.077875644,-0.70406896,-0.87120986,0.6448576,0.46500802,-0.9799702,-0.3538728,0.011411604,-0.20149733,0.11368449,0.7865768,0.732613,1.0262386,-0.37118244,-0.7976037,-0.60132784,0.21439509,0.41751808,0.43456733,-0.44167635,0.8449403,0.9060987,0.18729635,0.64271176,-1.1156049,-0.22508079,0.18830228,0.6025677,0.062557094,0.38641614,0.30041015,0.3924498,0.6019495,-0.2658626,-0.18381079,0.119183846,-0.28347903,0.51823974,-0.8195776,0.1406564,0.47499672,-0.4904678,1.007869,-0.41180134,-0.85969836,-1.1149572,-0.8300742,0.85925335,0.4697136,1.206755,0.9140772,-0.6845348,-0.6285923,-0.50975585,-0.81783366,0.7119867,-0.6334394,-0.5341254,-0.99629307,-0.71623844,0.6883527,-1.0621337,-0.7738874,-0.2713245,0.68234664,-0.7287975,0.36248478,0.54801285,0.97716,-0.7765745,0.21532246,-0.15042403,-0.7473229,0.63142586,-0.08393933,-0.60903156,-0.9415073,0.45949352,0.7090704,-1.0925623,-0.6950813,-0.8955032,-0.84463143,-0.8729184,1.243941,0.8540647,-0.34519488,-0.33489448,-0.7039048,-0.94353604,-1.0753188,-0.3542149,0.7016603,-0.8011797,0.44061658,1.1289821,0.15639909,-0.20396051,-0.96914995,0.15505871,-0.8990824,-0.78379554,-1.041668,1.0218576,-0.34084994,-0.63255084,0.76077896,-0.3290364,0.14990121,-0.7541954,-0.7048585,0.4547332,0.008489523,0.88048786,0.5417797,-0.052122608,0.7314582,0.93044925,-0.32057342,0.45952788,0
0.88293815,0.26886702,-1.2155699,1.2577173,0.2345746,0.092861824,-0.990156,-0.2881748,-0.21340188,-1.2802824,-1.5208371,1.1355035,0.74515414,-1.394429,-0.28669763,-0.04243902,-0.27103773,-0.045703802,1.2200963,0.7157021,1.6404238,-0.78257316,-1.1819621,-1.2039547,0.5025188,0.9466762,0.20578358,-0.6719991,1.3163671,1.3532594,-0.16422144,1.0954502,-1.4359457,-0.2893415,0.49945962,0.913768,0.20948942,0.948357,0.6325584,0.66275704,1.1988468,-0.52985674,-0.65244573,0.11933766,-0.26850548,1.0214175,-1.3034968,0.26412615,0.783218,-1.0617824,1.4452535,-0.5525697,-1.4853482,-1.5321748,-1.1440014,1.5446695,0.7506084,1.7683262,1.3626223,-1.0128903,-0.9689502,-0.86225045,-0.7653366,0.94647217,-0.976076,-0.634572,-1.4368782,-1.1979893,0.8398427,-1.4515742,-1.1008949,-0.39512247,0.9801337,-1.3648485,0.2809971,1.0172807,1.1372167,-1.2416654,0.32154098,-0.22843458,-1.2049037,1.0883074,-0.04453392,-0.5991668,-1.370288,0.9633994,0.96763355,-1.2995843,-1.1418742,-1.5229558,-1.0994812,-1.2112452,1.6253028,1.261796,-0.6947084,-0.39919692,-0.8976109,-1.5531642,-1.4169003,-0.5855071,1.0954348,-1.194587,0.6171586,1.8436232,0.34119618,0.123786956,-1.4245577,0.23911098,-1.0262122,-1.4075832,-1.1657857,1.4665457,-0.35566267,-0.9405761,0.887006,-0.4857287,0.0670718,-1.3377439,-1.0117074,0.44203767,-0.16794606,1.2218006,0.9544963,-0.3735374,0.94348806,1.3464024,-0.3408274,0.7742987,0
1.7827504,-0.23757926,0.09747227,0.9757266,-1.236685,0.3214955,-1.8075275,-0.004356539,-0.41661417,-0.7165351,-0.8445373,0.35488927,1.159304,-0.9831711,0.4076587,0.97664064,1.1545426,0.7290659,0.069529176,0.2653965,0.5619031,-1.0125504,-1.0302233,-1.4618311,-0.054931857,1.0872071,0.02264081,1.0581535,1.2800497,0.40384206,0.44373018,1.1837986,-0.77204204,1.0588919,1.6664256,1.7406824,0.82106537,0.77675456,0.4707301,-0.08592221,0.36126298,1.3995559,1.2907838,-1.2472829,1.2517914,0.7825546,-0.79213905,1.0253372,1.3285089,-1.0154804,-0.23327346,1.1155733,-0.8869867,-1.1032784,-1.3448769,0.73802197,1.6943475,0.9000278,1.2716876,1.4367635,-0.08668357,-1.6496764,0.5764525,-0.42442825,0.4331187,1.0727015,-0.34478015,-0.79171634,1.4690741,-0.97822535,-0.78499395,-1.6866351,1.1844271,-0.12932387,-1.2602853,0.7366722,1.0288249,-1.0349772,-1.2809874,1.2044234,-0.87662405,1.1920512,-0.90326846,0.9157222,-1.1278507,1.490021,0.916901,-0.16690604,0.4433476,-1.0169591,0.016911086,-1.3343034,0.5184927,1.4881817,0.6912153,1.2154489,0.7641392,0.17063963,-0.91914916,0.64070535,0.77827305,-0.95142764,1.4340568,0.10536908,0.7217946,0.7531323,-0.760609,0.13425827,0.7522922,-0.45634863,0.12711036,0.30104595,0.48029515,-0.24094735,1.0042107,-1.090101,-1.955328,-0.2536616,0.64363223,-0.10770275,-0.80242914,0.92869836,1.4602088,0.48452747,-0.45733184,1.1879352,1.2240763,1.1321365,0
