feature1,feature2,feature4,feature5,feature6,feature7,feature12,feature14,feature16,feature17,feature20,feature23,feature24,feature26,feature28,feature33,feature36,feature38,feature40,feature44,feature46,feature47,feature49,feature50,feature51,feature52,feature53,feature55,feature58,feature60,feature61,feature63,feature64,feature65,feature66,feature68,feature70,feature71,feature75,feature76,feature77,feature80,feature81,feature82,feature84,feature85,feature88,feature89,feature91,feature92,feature93,feature94,feature97,feature101,feature103,feature104,feature105,feature107,feature110,feature111,feature112,feature117,feature119,label
-0.6133862,0.51266843,-0.6203206,-0.18448772,-0.39848033,0.3534355,-0.22126867,-0.16325745,0.46083584,0.26049727,-0.5099813,0.23928307,-0.65672684,0.39377758,-0.1859456,0.6919754,0.04661483,-0.4826847,-0.79355866,0.75299597,0.6469214,0.16670291,0.3297374,-0.17072597,0.82263994,0.74894637,0.59779644,-0.11925434,-0.24814776,0.46898362,-0.27371246,-0.55561525,0.47620344,0.9541021,0.5827051,0.3386766,0.3779714,-0.55175126,-0.35760945,-0.20479949,0.22470883,0.17484467,-0.13502644,-0.2277602,0.33822772,0.1947926,0.5287017,0.49248433,0.3183948,-0.47954637,-0.1292873,0.87697315,0.965529,0.70379573,-0.4798736,0.27218902,0.5237746,0.33798215,0.8653554,-0.39642555,0.4192002,1.0421408,-0.8308555,2
-0.7671799,-1.7873436,2.1434855,-1.7698929,1.083457,1.4178406,-1.4024179,-1.8525823,-2.0791485,0.23474076,0.57523847,0.732773,-1.1002399,2.3000226,-0.19591485,-2.3476565,-2.2658703,-2.1491935,-0.76493937,-1.9786112,0.7281029,-2.1094332,1.2961255,2.3851306,-1.9134194,0.414801,0.06127896,1.6881775,-0.92263097,-0.959368,1.4191004,0.13572617,-2.174411,-0.55813086,-0.76871276,-1.2677214,0.24375212,1.1955031,0.1184041,-0.18642727,0.31163782,0.91523486,-1.509248,2.1098266,0.8811191,-1.0311736,-2.1298645,0.47597602,1.3337928,-0.007763155,-0.9092046,-2.2353575,-1.7755854,1.60121,1.7709593,0.22076438,-2.4970858,0.819762,-0.38959044,1.4757291,0.505601,0.511816,-0.74618316,3
-1.1296548,-0.020560369,0.72906166,-0.9335882,0.6288412,1.1393011,-0.8365934,-1.0559231,-0.41905916,0.47565582,-0.2971969,0.7827129,-0.871806,1.0587288,-0.20523587,-0.8775704,-0.8728522,-1.1456835,-1.0887465,-0.72121143,0.67023253,-0.8808874,0.66322345,0.85579747,-0.30966192,0.42495745,0.19210878,0.14760771,-0.8155322,-0.051930696,0.93429667,-0.47626764,-0.46224642,-0.022549663,0.12482678,-0.38035837,0.018134777,0.5562053,0.001195077,0.028729765,0.7666393,0.99992657,-0.62547505,0.33351263,0.64786524,-0.49034265,-0.096331015,0.71221185,0.7655381,-0.085639276,-0.5641255,-0.25479668,-0.4174286,1.0083888,0.14261428,0.16715667,-0.6325405,0.8223724,0.31170636,0.2978693,0.7144383,0.76574165,-0.91410613,3
-0.04107497,-0.022894667,-1.3279783,0.01832914,-1.3536748,-0.14150463,1.4034537,-0.048302654,0.8692902,0.5194668,0.5418441,-1.256512,-0.18915203,-0.55756044,0.95990914,0.87588924,1.1125666,0.65930074,0.8836345,1.0472006,-1.2454239,1.1450753,-1.3262519,-0.24825436,0.59801793,-0.8673311,-1.0103333,0.66801214,0.9101106,-0.79921955,-1.2667843,-0.063116044,0.27879968,0.7254529,-0.38609615,1.1134434,-1.0761836,-1.1396365,0.782642,0.90175074,-1.1372211,-0.7334597,1.0857993,-0.9470006,-1.0570524,1.1388583,0.16652851,-0.9256235,-1.2184216,0.93309367,1.1771222,0.8807938,0.15751101,-1.0590309,0.5784752,0.7687595,1.0027939,0.7216659,0.044154767,0.34895203,0.17908494,-0.2364494,-0.20568281,0
0.49428248,-0.14247279,-0.048688047,0.57683545,-0.18313842,-0.5261476,0.48774266,0.1626161,0.097164914,-0.37224743,0.7681549,-0.53418326,0.44634828,-0.5786813,0.30902416,0.11214269,0.3058094,0.5866301,0.8254706,0.29495233,-0.81062436,0.5885804,-0.46856406,0.22733232,0.121610284,-0.64686173,-0.6339863,0.31086922,0.7008604,-0.43902323,-0.5811473,0.87256986,0.043140788,-0.44735473,-0.54732716,0.15902808,-0.16211429,0.012496208,0.30513936,0.35534438,-0.5780702,-0.6606881,0.6347433,-0.109757066,-0.58038896,0.13425155,-0.16691597,-0.6979929,-0.68252516,0.78504384,0.59799695,-0.21111004,-0.49963635,-0.8066558,0.61517286,-0.2314811,0.45297283,-0.26417378,-0.4889198,0.4463157,-0.22490144,-0.842548,0.48230273,0
-0.29947838,0.70802647,-0.7429854,0.10668584,-0.31091887,0.24815558,0.2332015,-0.07823132,0.7108353,0.22084078,-0.35616183,-0.027889848,-0.45397064,-0.33610952,-0.17393036,0.83138496,0.38947076,-0.23275807,-0.23998849,1.0110555,0.24934718,0.61332417,-0.13364162,-0.46285573,1.162593,0.44649947,0.21579932,-0.33861354,-0.22064117,0.19632883,-0.48475623,-0.5936775,0.547407,0.9406013,0.41000673,0.4242501,0.39294302,-0.66333854,-0.001086608,-0.11738063,-0.17167555,-0.24231641,-0.051995218,-0.38578618,0.06105946,0.09741877,0.7576405,0.26953053,-0.034646258,-0.32569522,0.044908486,0.63208133,0.5857759,0.058867846,-0.4346333,0.33751938,0.4211928,-0.07985186,0.53866136,-0.6948418,0.3459568,0.56757456,-0.4697762,2
1.2709621,0.97576135,0.4792018,1.0174054,1.0429492,-1.358274,-0.43307957,1.1697272,0.07764794,-1.877891,-0.22074386,1.0845371,1.2590584,-1.0262647,-1.8649694,0.32068717,-0.117303915,0.5881252,0.050944984,0.40364626,0.6392279,0.15256049,1.1795781,-0.25372204,0.6912817,1.0278895,1.1408418,-1.183113,-0.028574126,1.4539886,0.47235623,1.6775279,0.948718,-1.60133,-0.117108546,-0.7245172,1.8946842,1.6159332,-1.6411705,-1.5440018,0.5880924,-0.66671354,-0.6325317,-0.2678333,0.59414494,-1.4956468,0.75587785,0.41378418,0.83367133,-0.6719049,-0.82504517,0.3719022,0.71843094,0.10352118,0.081391215,-1.7445194,0.5883063,-1.6390278,-0.62926686,-1.2557629,-1.806666,-0.7307965,1.5260855,2
-0.5393753,-1.7647015,0.84423894,-0.9962413,-0.31882143,0.5521303,-0.11202217,-1.3579885,-0.86381876,0.7490412,1.2196289,-0.35585362,-0.5007457,1.280452,1.109568,-1.1397702,-0.7374947,-0.5906293,0.4407802,-1.0528412,-0.71987414,-0.87739253,-0.2953637,1.8731103,-1.3734945,-0.79223335,-1.1459275,1.6543709,0.33004162,-1.596841,0.022267466,0.5209588,-1.5391171,-0.51901644,-0.90625334,0.22759369,-1.1906755,-0.16261856,1.073686,1.0731931,-0.75539196,0.02741341,0.3141002,0.7625196,-0.6659132,0.34180418,-1.580589,-0.9061423,-0.45487878,1.3890834,0.41960695,-1.2062036,-1.5446985,-0.25033346,1.8521283,0.41559744,-0.9291549,1.2923579,-0.89145404,1.6960924,0.2568443,-0.2937631,-0.17516997,0
-0.43610284,0.06138917,-0.7170573,-0.28436163,-1.0167606,0.36656103,0.5482942,-0.24274072,0.7397453,0.71859187,0.09516559,-0.8911392,-0.56643665,0.14614844,0.5914288,0.5080972,0.38769788,-0.20785338,0.10702541,0.76132846,-0.24658383,0.44026488,-0.62311184,-0.028014803,0.64226526,-0.3350142,-0.62653553,0.6848281,0.47841704,-0.3894553,-0.75711745,-0.776072,0.059345957,0.9901347,-0.15636262,1.0111595,-0.5839601,-1.1135836,0.83250135,0.6519791,-0.7200481,-0.44972178,0.40015194,-0.4284413,-0.43198594,0.70084226,-0.064872704,-0.57263744,-0.4954706,0.20992944,0.5916274,0.22769935,0.08108787,-0.36151555,0.24091995,0.71137893,0.03498618,0.48540267,0.32160494,0.14850973,0.6581346,0.22967753,-0.38894624,0
-0.9466033,0.48572353,-1.3307472,-0.29438707,-1.4218874,0.6257597,0.4964079,0.10833467,1.2570016,1.1743671,-0.14698021,-0.94669396,-0.7478637,0.26009378,1.0348549,1.1244004,0.5828736,-0.18220042,-0.36885384,1.2565882,0.025031189,0.7331719,-0.79391396,-0.71035373,1.2231259,-0.21651164,-0.8044354,0.3943631,0.68475485,-0.09045843,-1.3048021,-1.0516968,0.46923974,1.5902243,0.11445873,0.9334242,-0.64787257,-1.9070759,0.79532665,0.92158395,-0.38625643,0.004040201,0.6732412,-0.23893966,-0.48806924,1.1191076,0.45086205,-0.5054016,-0.71101695,-0.25649887,0.91317725,0.35193226,0.4034338,-0.4044146,-0.7210629,1.4237869,0.2579444,0.64750725,0.7332405,-0.001404209,1.3870025,0.5475042,-0.60021317,0
-0.7863888,-0.74400866,0.6433261,-0.82619137,0.01771755,0.86862206,-0.23605132,-1.0200278,-0.7119615,0.6931993,0.64504516,-0.085461885,-0.6766639,1.2691593,0.5628613,-0.9780168,-0.79124576,-0.9093772,-0.30560222,-0.9578291,-0.14519262,-0.6877633,-0.003258982,1.1086411,-0.7401991,-0.45466736,-0.47429854,0.9713935,-0.11066962,-0.8251519,0.39087227,-0.27086347,-0.96185255,-0.23972516,-0.7416185,-0.11490014,-0.46037155,0.20427756,0.440236,0.55616546,0.023018844,0.35013765,-0.17079434,0.2930561,-0.07178614,0.06552726,-0.7395732,0.029566761,0.17972003,0.5960417,0.1313412,-0.72826,-1.1413836,0.29000545,0.979024,0.45561683,-0.76465887,0.84050983,-0.16745307,1.045015,0.6082758,-0.05875044,-0.63021255,3
-0.05900845,-1.9893962,1.2122512,-0.7019077,-0.38320458,0.48554653,-0.20138699,-1.1617186,-1.6945484,0.3176695,1.7972641,-0.60061795,-0.11039559,1.6554098,0.8438465,-1.6747215,-1.414483,-0.847731,0.56846195,-1.2925676,-0.4620189,-0.99120885,0.054159686,2.4042842,-1.5962168,-0.9230374,-0.9210335,1.98976,0.5898428,-1.5319794,-0.086803034,0.8569121,-1.9891069,-0.68488,-1.762833,-0.4706616,-0.58995646,0.44951063,0.6214648,0.8628399,-0.9369536,-0.40554228,-0.15475155,1.747582,-0.6894727,0.19797403,-2.242213,-0.7768749,-0.23051816,1.1662694,0.38640705,-1.8706322,-2.1254785,0.14938338,2.1424177,0.31430396,-1.7154398,0.7055824,-1.0686953,2.1489701,0.15110418,-0.7314874,-0.060237892,3
-0.24320433,-0.23623599,0.086699724,-0.06374173,0.050557513,0.23913747,0.16848287,-0.32977358,0.0538749,0.16219674,0.3058106,-0.20751897,-0.12798817,0.014485789,0.023193983,-0.2916467,-0.115905836,-0.23266989,-0.123043865,-0.023887923,-0.23193169,-0.003938481,-0.07248943,0.15930313,-0.17347486,-0.19082601,-0.18440263,0.2390621,0.20574425,-0.20814124,-0.006024796,0.010427211,-0.08050517,-0.23593856,-0.3148893,0.026927542,-0.094909765,-0.03061184,0.13803604,0.3125482,0.006899355,-0.106008306,0.13704981,0.054458734,-0.10768019,-0.0912899,-0.060956705,-0.11801174,0.05649654,0.26597306,0.16572712,-0.19443421,-0.44977325,-0.012883967,0.4353001,0.19321099,-0.10028664,0.23279604,-0.14049256,0.39133868,0.11731976,-0.277134,-0.07036937,1
1.2845093,1.6065501,-1.0098691,1.5425277,-0.16093428,-1.8238375,0.23255678,1.8651657,1.2053976,-1.5579982,-0.21454589,0.54443306,1.399595,-1.5759306,-1.2632394,1.6052915,1.1129243,1.2407745,0.10872121,1.7710224,0.50266194,1.2655486,0.5668434,-1.2545472,1.7940882,0.67823255,1.1911143,-1.8086656,0.71782345,1.7263746,-0.7152027,1.3870662,1.8322018,-0.65876466,0.03349433,0.29785448,1.5072199,0.4501786,-1.6061931,-1.261828,0.19734785,-1.3927414,0.21415894,-0.9092131,-0.10641393,-0.78200924,1.3847342,0.14432469,0.25576028,-0.65666395,-0.22687957,1.4682561,1.8260432,-0.38936818,-0.884121,-1.6138082,1.6631916,-1.8005786,-0.35531443,-1.7837658,-1.5220097,-0.51395714,1.3613608,1
-1.646798,-1.324274,1.5292288,-1.4497766,0.684207,1.4710512,-1.3567747,-1.651406,-1.8282291,0.84969574,0.40359202,0.6045048,-1.191695,2.2412043,0.26116145,-1.5447719,-2.037411,-2.008902,-1.1385702,-1.7009591,0.733793,-1.7487719,0.65253776,1.9185458,-1.3564343,0.23637542,0.28027236,1.0958314,-0.90744513,-0.76298654,0.9698079,-0.39250615,-1.3341581,-0.17811662,-0.066812724,-0.9652531,-0.0234908,0.48549408,0.23259673,-0.07337927,0.7103284,1.2800767,-1.0021324,1.6071979,0.66638595,-0.39413738,-0.86188394,0.54989684,0.8957557,0.11598742,-0.57493746,-1.2994846,-1.1257781,1.3287566,0.82681304,0.34740478,-1.5572292,1.0860502,0.3495112,0.8973476,0.8147012,0.6651997,-0.8821155,3
0.28000993,-1.2506355,1.2283361,-0.07888564,-0.27132803,-0.23901907,-0.27409446,-0.28727287,-0.91513276,-0.33511388,1.4029659,-0.47035748,0.4516848,0.94712335,0.60237736,-0.97973764,-1.1581634,-0.14307988,0.70864666,-0.83347666,-0.287324,-0.59282875,0.28475192,1.7639726,-0.92330855,-0.76603156,-1.1392872,1.5171946,1.0451691,-0.6364299,-0.11138649,1.2379792,-1.4330167,-1.2363446,-1.5826391,-0.29952294,-0.31780323,0.23328747,0.3940951,0.8733755,-0.5340362,-0.9124947,-0.09090453,1.5934094,-0.7974784,0.031719077,-1.9556794,-1.1331921,-0.32836887,0.8115613,0.54596967,-1.8093933,-1.6851857,-0.4772461,1.6315067,-0.37183717,-1.3846582,-0.23078962,-1.2742964,1.3137459,-0.5442502,-1.373802,1.1111846,3
-0.8229326,0.2581212,-0.55477643,-0.86256444,-0.25515288,1.1127439,0.16011499,-0.71929747,0.69145817,1.2006612,-0.5420084,-0.23318493,-1.1856725,0.27599645,0.16767482,0.3828832,0.08582148,-0.88792676,-0.6281599,0.36480743,0.119818084,0.12153139,-0.28879222,-0.35412806,0.59279907,0.23188995,-0.05795387,0.31773934,-0.536638,-0.36891508,-0.14681236,-1.3700206,0.25432,1.2085885,0.5739015,0.5527862,-0.007899841,-0.9078631,0.5078548,0.1576453,-0.21106324,0.3519832,-0.20430571,-0.4123001,0.26627403,0.17023621,0.44253066,0.2592214,0.20065166,-0.43741032,-0.007851614,0.4040389,0.34443507,0.35120368,-0.026136529,0.97281384,-0.14870538,0.8240847,1.0999074,-0.18034996,0.92823213,1.0020999,-1.246511,2
-0.44831705,-0.8247416,-0.6527212,-0.38979656,-1.1528308,0.3077261,1.0608567,-0.36903974,0.5805369,0.8566454,0.76811314,-1.3087361,-0.3494992,0.119662344,1.3743593,0.23566565,0.66501015,0.27103287,0.85643363,0.09857256,-1.4974221,0.57758445,-1.7090696,0.53577405,-0.111944675,-1.3648653,-1.3906754,1.2448107,0.83287024,-1.2662325,-0.9472369,-0.2692909,-0.20358847,0.28715536,-0.66874444,1.0908046,-1.3527598,-1.2514956,1.3967307,1.069224,-1.2822162,-0.5382834,1.2211952,-0.7920593,-0.92879605,1.3066092,-0.3478701,-1.1367049,-1.1696491,1.0157087,1.2900535,0.105818845,-0.8171751,-1.2152716,1.2180594,1.128855,0.49916163,1.1635516,0.04466859,0.8785929,0.56314486,-0.32191813,-0.35204893,0
-1.1960721,-0.7971034,0.027363008,-0.90702677,-0.34708816,1.2957162,0.4612965,-1.0983571,-0.24806346,1.2357869,0.4549405,-0.69666797,-0.9805499,0.9277219,1.1562747,-0.59425527,-0.17122185,-0.69806296,-0.053340048,-0.32351527,-0.67085433,-0.11916284,-0.73796415,0.8137351,-0.45201126,-0.8110517,-0.9598563,1.1477538,0.08612774,-1.2583445,-0.45599928,-0.6234363,-0.76674175,0.5527158,-0.30598828,0.3639004,-1.0874302,-0.75681955,1.1423631,0.94610524,-0.50606376,0.39682034,0.55909,-0.123592086,-0.38275048,0.75527555,-0.45469013,-0.28715014,-0.5603959,0.5768558,0.7202345,-0.34077296,-1.1284986,-0.050142612,0.61512744,1.4412322,-0.3105953,1.1342157,0.3771211,1.0787294,1.3649043,0.119855784,-1.1525099,0
-0.54365486,-0.056219846,-0.029924992,-0.3033151,-0.25022146,0.34244,-0.2488006,-0.079149686,-0.18419842,-0.04394079,0.25532046,-0.008106952,-0.056698706,0.6665487,0.25772592,-0.12743035,-0.26519367,-0.6131035,-0.40030855,0.39156252,0.2352401,-0.27932662,0.47875547,0.5218018,0.13546662,0.21987855,0.08097635,0.20148005,0.09181023,0.13966158,-0.20934342,0.2994915,-0.33068094,0.49451372,-0.3063579,-0.20145646,0.3362111,-0.07297753,0.05975126,-0.085600995,-0.12946808,0.13810879,-0.06737165,0.6099896,-0.007604559,-0.18197283,-0.49905926,0.072981745,0.2506515,-0.10297564,-0.14561734,-0.4642978,-0.24026379,0.32795334,0.057859346,0.31004938,-0.26256463,-0.002477639,-0.06729757,-0.08605412,0.25050792,0.29578277,-0.03927818,2
-0.8489255,-0.6339894,-0.81938756,-1.0956364,-0.9681179,0.9106639,1.1421663,-0.90814257,0.6747887,1.6886139,0.54669994,-1.0806831,-1.4231957,0.15027092,1.1839402,0.1759941,0.6870655,-0.34470913,0.2973454,0.3609057,-1.2423058,0.44370887,-1.5633479,0.018479375,0.22491333,-1.161838,-1.2145232,1.1279536,0.363396,-1.4543902,-1.0112382,-1.0418371,-0.103453584,1.180597,-0.20911472,1.1242727,-1.3465364,-1.5914586,1.686837,0.96469903,-1.2787874,-0.0746628,1.0868809,-0.6975232,-0.7695598,1.2351961,-0.106898725,-0.88550633,-0.968555,0.51285267,0.8345005,0.3005099,-0.31457242,-0.7911131,0.53978753,1.8699697,0.18368997,1.5343727,0.7609046,0.6865297,1.2618037,0.36965477,-1.2540337,0
-1.0972258,0.40530983,0.46561354,-1.0763837,1.4379829,1.3318425,-1.3752816,-0.8286772,-0.080080345,0.3152897,-1.2278701,1.5323393,-1.07541,0.6250193,-1.4445198,-0.51264167,-0.99139744,-1.643324,-1.6078379,-0.16497698,1.351939,-1.0658689,1.4487292,-0.08498747,0.16611303,1.8439869,1.3644834,-0.57866824,-1.8529587,0.595599,1.5214227,-0.90547407,0.16645986,0.6099735,1.4174691,-1.3205239,1.0988586,0.7740813,-0.9066192,-1.1666255,1.2474096,1.519468,-1.4747126,0.5512537,1.7618904,-1.3074,0.33144334,1.69827,1.7702955,-1.4862443,-1.6665276,0.043418303,0.4109456,1.8711202,-0.6182124,-0.14952052,-0.43375465,0.47767586,1.2704688,-0.7121768,0.8727727,1.535452,-1.1967753,2
